"","V1","crianca","time","parte","video","roi_frente_empirico","roi_fundo_empirico","roi_alvo_fundo","roi_alvo_frente","roi_nao_alvo","acerto_frente","acerto_fundo","olhou_pro_errado","referencia"
"2760",2760,"asafe.2",3274,"pre_cruz","A6",NA,3,3,7,8,0,1,0,"IJA - brinquedo da esquerda se move (jovem)"
"2761",2761,"asafe.2",3510,"pre_cruz","A6",NA,3,3,7,8,0,1,0,"IJA - brinquedo da esquerda se move (jovem)"
"2762",2762,"asafe.2",5402,"pos_cruz","A6",NA,3,3,7,8,0,1,0,"IJA - brinquedo da esquerda se move (jovem)"
"2763",2763,"asafe.2",6088,"pos_cruz","A6",7,2,3,7,8,1,0,0,"IJA - brinquedo da esquerda se move (jovem)"
"2764",2764,"ayla",-318,"pre_cruz","A6",NA,1,3,7,8,0,0,0,"IJA - brinquedo da esquerda se move (jovem)"
"2765",2765,"ayla",0,"pre_cruz","A6",NA,3,3,7,8,0,1,0,"IJA - brinquedo da esquerda se move (jovem)"
"2766",2766,"ayla",2118,"pre_cruz","A6",NA,3,3,7,8,0,1,0,"IJA - brinquedo da esquerda se move (jovem)"
"2767",2767,"ayla",4496,"cruz","A6",NA,3,3,7,8,0,1,0,"IJA - brinquedo da esquerda se move (jovem)"
"2768",2768,"ayla.2",-594,"pre_cruz","A6",7,4,3,7,8,1,0,0,"IJA - brinquedo da esquerda se move (jovem)"
"2769",2769,"ayla.2",-276,"pre_cruz","A6",NA,3,3,7,8,0,1,0,"IJA - brinquedo da esquerda se move (jovem)"
"2770",2770,"ayla.2",0,"pre_cruz","A6",NA,3,3,7,8,0,1,0,"IJA - brinquedo da esquerda se move (jovem)"
"2771",2771,"ayla.2",654,"pre_cruz","A6",NA,3,3,7,8,0,1,0,"IJA - brinquedo da esquerda se move (jovem)"
"2772",2772,"ayla.2",3248,"pre_cruz","A6",NA,3,3,7,8,0,1,0,"IJA - brinquedo da esquerda se move (jovem)"
"2773",2773,"ayla.2",3758,"pre_cruz","A6",NA,3,3,7,8,0,1,0,"IJA - brinquedo da esquerda se move (jovem)"
"2774",2774,"ayla.2",5090,"pos_cruz","A6",NA,3,3,7,8,0,1,0,"IJA - brinquedo da esquerda se move (jovem)"
"2775",2775,"ayla.2",6170,"pos_cruz","A6",7,4,3,7,8,1,0,0,"IJA - brinquedo da esquerda se move (jovem)"
"2776",2776,"bernardo",-78,"pre_cruz","A6",NA,3,3,7,8,0,1,0,"IJA - brinquedo da esquerda se move (jovem)"
"2777",2777,"bernardo",0,"pre_cruz","A6",NA,3,3,7,8,0,1,0,"IJA - brinquedo da esquerda se move (jovem)"
"2778",2778,"bernardo",844,"pre_cruz","A6",NA,3,3,7,8,0,1,0,"IJA - brinquedo da esquerda se move (jovem)"
"2779",2779,"bernardo",1356,"pre_cruz","A6",NA,NA,3,7,8,0,0,0,"IJA - brinquedo da esquerda se move (jovem)"
"2780",2780,"bernardo",1560,"pre_cruz","A6",NA,NA,3,7,8,0,0,0,"IJA - brinquedo da esquerda se move (jovem)"
"2781",2781,"bernardo",1650,"pre_cruz","A6",7,2,3,7,8,1,0,0,"IJA - brinquedo da esquerda se move (jovem)"
"2782",2782,"bernardo",3622,"pre_cruz","A6",NA,NA,3,7,8,0,0,0,"IJA - brinquedo da esquerda se move (jovem)"
"2783",2783,"bernardo",3908,"pre_cruz","A6",NA,NA,3,7,8,0,0,0,"IJA - brinquedo da esquerda se move (jovem)"
"2784",2784,"bernardo",4008,"pre_cruz","A6",NA,NA,3,7,8,0,0,0,"IJA - brinquedo da esquerda se move (jovem)"
"2785",2785,"cecilia",0,"pre_cruz","A6",7,2,3,7,8,1,0,0,"IJA - brinquedo da esquerda se move (jovem)"
"2786",2786,"cecilia",448,"pre_cruz","A6",NA,3,3,7,8,0,1,0,"IJA - brinquedo da esquerda se move (jovem)"
"2787",2787,"cecilia",606,"pre_cruz","A6",NA,3,3,7,8,0,1,0,"IJA - brinquedo da esquerda se move (jovem)"
"2788",2788,"cecilia",1544,"pre_cruz","A6",NA,3,3,7,8,0,1,0,"IJA - brinquedo da esquerda se move (jovem)"
"2789",2789,"cecilia",2254,"pre_cruz","A6",NA,3,3,7,8,0,1,0,"IJA - brinquedo da esquerda se move (jovem)"
"2790",2790,"cecilia",4222,"pre_cruz","A6",NA,NA,3,7,8,0,0,0,"IJA - brinquedo da esquerda se move (jovem)"
"2791",2791,"cecilia",4498,"cruz","A6",8,6,3,7,8,0,0,1,"IJA - brinquedo da esquerda se move (jovem)"
"2792",2792,"cecilia",4732,"cruz","A6",8,6,3,7,8,0,0,1,"IJA - brinquedo da esquerda se move (jovem)"
"2793",2793,"cecilia",4946,"pos_cruz","A6",NA,3,3,7,8,0,1,0,"IJA - brinquedo da esquerda se move (jovem)"
"2794",2794,"cecilia",5956,"pos_cruz","A6",7,2,3,7,8,1,0,0,"IJA - brinquedo da esquerda se move (jovem)"
"2795",2795,"clari.2",0,"pre_cruz","A6",7,4,3,7,8,1,0,0,"IJA - brinquedo da esquerda se move (jovem)"
"2796",2796,"clari.2",484,"pre_cruz","A6",NA,3,3,7,8,0,1,0,"IJA - brinquedo da esquerda se move (jovem)"
"2797",2797,"clari.2",750,"pre_cruz","A6",NA,3,3,7,8,0,1,0,"IJA - brinquedo da esquerda se move (jovem)"
"2798",2798,"clari.2",1174,"pre_cruz","A6",8,6,3,7,8,0,0,1,"IJA - brinquedo da esquerda se move (jovem)"
"2799",2799,"clari.2",1570,"pre_cruz","A6",8,6,3,7,8,0,0,1,"IJA - brinquedo da esquerda se move (jovem)"
"2800",2800,"clari.2",2086,"pre_cruz","A6",NA,3,3,7,8,0,1,0,"IJA - brinquedo da esquerda se move (jovem)"
"2801",2801,"clari.2",2420,"pre_cruz","A6",NA,3,3,7,8,0,1,0,"IJA - brinquedo da esquerda se move (jovem)"
"2802",2802,"clari.2",3398,"pre_cruz","A6",NA,3,3,7,8,0,1,0,"IJA - brinquedo da esquerda se move (jovem)"
"2803",2803,"clari.2",4126,"pre_cruz","A6",NA,3,3,7,8,0,1,0,"IJA - brinquedo da esquerda se move (jovem)"
"2804",2804,"clari.2",4408,"cruz","A6",NA,NA,3,7,8,0,0,0,"IJA - brinquedo da esquerda se move (jovem)"
"2805",2805,"clari.2",4634,"cruz","A6",7,2,3,7,8,1,0,0,"IJA - brinquedo da esquerda se move (jovem)"
"2806",2806,"clari.2",5030,"pos_cruz","A6",NA,3,3,7,8,0,1,0,"IJA - brinquedo da esquerda se move (jovem)"
"2807",2807,"clari.2",5566,"pos_cruz","A6",8,6,3,7,8,0,0,1,"IJA - brinquedo da esquerda se move (jovem)"
"2808",2808,"clarice",-470,"pre_cruz","A6",NA,NA,3,7,8,0,0,0,"IJA - brinquedo da esquerda se move (jovem)"
"2809",2809,"clarice",0,"pre_cruz","A6",NA,3,3,7,8,0,1,0,"IJA - brinquedo da esquerda se move (jovem)"
"2810",2810,"clarice",682,"pre_cruz","A6",NA,3,3,7,8,0,1,0,"IJA - brinquedo da esquerda se move (jovem)"
"2811",2811,"clarice",1836,"pre_cruz","A6",7,2,3,7,8,1,0,0,"IJA - brinquedo da esquerda se move (jovem)"
"2812",2812,"clarice",2236,"pre_cruz","A6",NA,3,3,7,8,0,1,0,"IJA - brinquedo da esquerda se move (jovem)"
"2813",2813,"clarice",2928,"pre_cruz","A6",NA,3,3,7,8,0,1,0,"IJA - brinquedo da esquerda se move (jovem)"
"2814",2814,"diana",0,"pre_cruz","A6",NA,3,3,7,8,0,1,0,"IJA - brinquedo da esquerda se move (jovem)"
"2815",2815,"diana",1450,"pre_cruz","A6",7,2,3,7,8,1,0,0,"IJA - brinquedo da esquerda se move (jovem)"
"2816",2816,"diana",4136,"pre_cruz","A6",NA,4,3,7,8,0,0,0,"IJA - brinquedo da esquerda se move (jovem)"
"2817",2817,"diana",4190,"pre_cruz","A6",NA,3,3,7,8,0,1,0,"IJA - brinquedo da esquerda se move (jovem)"
"2818",2818,"diana",6078,"pos_cruz","A6",NA,3,3,7,8,0,1,0,"IJA - brinquedo da esquerda se move (jovem)"
"2819",2819,"edu.2",0,"pre_cruz","A6",NA,1,3,7,8,0,0,0,"IJA - brinquedo da esquerda se move (jovem)"
"2820",2820,"edu.2",454,"pre_cruz","A6",NA,3,3,7,8,0,1,0,"IJA - brinquedo da esquerda se move (jovem)"
"2821",2821,"edu.2",724,"pre_cruz","A6",NA,3,3,7,8,0,1,0,"IJA - brinquedo da esquerda se move (jovem)"
"2822",2822,"edu.2",1794,"pre_cruz","A6",7,2,3,7,8,1,0,0,"IJA - brinquedo da esquerda se move (jovem)"
"2823",2823,"edu.2",2060,"pre_cruz","A6",7,2,3,7,8,1,0,0,"IJA - brinquedo da esquerda se move (jovem)"
"2824",2824,"edu.2",2650,"pre_cruz","A6",7,2,3,7,8,1,0,0,"IJA - brinquedo da esquerda se move (jovem)"
"2825",2825,"edu.2",2990,"pre_cruz","A6",NA,NA,3,7,8,0,0,0,"IJA - brinquedo da esquerda se move (jovem)"
"2826",2826,"edu.2",3426,"pre_cruz","A6",7,2,3,7,8,1,0,0,"IJA - brinquedo da esquerda se move (jovem)"
"2827",2827,"edu.2",3686,"pre_cruz","A6",NA,3,3,7,8,0,1,0,"IJA - brinquedo da esquerda se move (jovem)"
"2828",2828,"edu.2",3986,"pre_cruz","A6",NA,3,3,7,8,0,1,0,"IJA - brinquedo da esquerda se move (jovem)"
"2829",2829,"edu.2",6014,"pos_cruz","A6",7,4,3,7,8,1,0,0,"IJA - brinquedo da esquerda se move (jovem)"
"2830",2830,"emanuela",-434,"pre_cruz","A6",NA,3,3,7,8,0,1,0,"IJA - brinquedo da esquerda se move (jovem)"
"2831",2831,"emanuela",-342,"pre_cruz","A6",NA,1,3,7,8,0,0,0,"IJA - brinquedo da esquerda se move (jovem)"
"2832",2832,"emanuela",0,"pre_cruz","A6",NA,3,3,7,8,0,1,0,"IJA - brinquedo da esquerda se move (jovem)"
"2833",2833,"emanuela",566,"pre_cruz","A6",NA,3,3,7,8,0,1,0,"IJA - brinquedo da esquerda se move (jovem)"
"2834",2834,"emanuela",1434,"pre_cruz","A6",NA,3,3,7,8,0,1,0,"IJA - brinquedo da esquerda se move (jovem)"
"2835",2835,"emanuela",1938,"pre_cruz","A6",NA,3,3,7,8,0,1,0,"IJA - brinquedo da esquerda se move (jovem)"
"2836",2836,"emanuela",2574,"pre_cruz","A6",NA,3,3,7,8,0,1,0,"IJA - brinquedo da esquerda se move (jovem)"
"2837",2837,"emanuela",3594,"pre_cruz","A6",NA,3,3,7,8,0,1,0,"IJA - brinquedo da esquerda se move (jovem)"
"2838",2838,"emanuela",5658,"pos_cruz","A6",7,2,3,7,8,1,0,0,"IJA - brinquedo da esquerda se move (jovem)"
"2839",2839,"emanuela",5976,"pos_cruz","A6",7,4,3,7,8,1,0,0,"IJA - brinquedo da esquerda se move (jovem)"
"2840",2840,"emanuele",-428,"pre_cruz","A6",NA,3,3,7,8,0,1,0,"IJA - brinquedo da esquerda se move (jovem)"
"2841",2841,"emanuele",-276,"pre_cruz","A6",7,4,3,7,8,1,0,0,"IJA - brinquedo da esquerda se move (jovem)"
"2842",2842,"emanuele",0,"pre_cruz","A6",NA,3,3,7,8,0,1,0,"IJA - brinquedo da esquerda se move (jovem)"
"2843",2843,"emanuele",638,"pre_cruz","A6",NA,3,3,7,8,0,1,0,"IJA - brinquedo da esquerda se move (jovem)"
"2844",2844,"emanuele",2608,"pre_cruz","A6",NA,3,3,7,8,0,1,0,"IJA - brinquedo da esquerda se move (jovem)"
"2845",2845,"emanuele",3534,"pre_cruz","A6",NA,3,3,7,8,0,1,0,"IJA - brinquedo da esquerda se move (jovem)"
"2846",2846,"emanuele",5362,"pos_cruz","A6",7,4,3,7,8,1,0,0,"IJA - brinquedo da esquerda se move (jovem)"
"2847",2847,"emanuele",5912,"pos_cruz","A6",NA,NA,3,7,8,0,0,0,"IJA - brinquedo da esquerda se move (jovem)"
"2848",2848,"ernesto",0,"pre_cruz","A6",NA,3,3,7,8,0,1,0,"IJA - brinquedo da esquerda se move (jovem)"
"2849",2849,"ernesto",456,"pre_cruz","A6",NA,3,3,7,8,0,1,0,"IJA - brinquedo da esquerda se move (jovem)"
"2850",2850,"ernesto",738,"pre_cruz","A6",NA,3,3,7,8,0,1,0,"IJA - brinquedo da esquerda se move (jovem)"
"2851",2851,"ernesto",6230,"pos_cruz","A6",7,4,3,7,8,1,0,0,"IJA - brinquedo da esquerda se move (jovem)"
"2852",2852,"everton",-1913,"pre_cruz","A6",NA,3,3,7,8,0,1,0,"IJA - brinquedo da esquerda se move (jovem)"
"2853",2853,"everton",-1537,"pre_cruz","A6",NA,3,3,7,8,0,1,0,"IJA - brinquedo da esquerda se move (jovem)"
"2854",2854,"everton",-1432,"pre_cruz","A6",NA,3,3,7,8,0,1,0,"IJA - brinquedo da esquerda se move (jovem)"
"2855",2855,"everton",-1013,"pre_cruz","A6",NA,3,3,7,8,0,1,0,"IJA - brinquedo da esquerda se move (jovem)"
"2856",2856,"everton",-488,"pre_cruz","A6",NA,3,3,7,8,0,1,0,"IJA - brinquedo da esquerda se move (jovem)"
"2857",2857,"everton",0,"pre_cruz","A6",NA,3,3,7,8,0,1,0,"IJA - brinquedo da esquerda se move (jovem)"
"2858",2858,"everton",128,"pre_cruz","A6",NA,3,3,7,8,0,1,0,"IJA - brinquedo da esquerda se move (jovem)"
"2859",2859,"everton",1117,"pre_cruz","A6",NA,3,3,7,8,0,1,0,"IJA - brinquedo da esquerda se move (jovem)"
"2860",2860,"everton",1711,"pre_cruz","A6",NA,3,3,7,8,0,1,0,"IJA - brinquedo da esquerda se move (jovem)"
"2861",2861,"everton",2057,"pre_cruz","A6",NA,3,3,7,8,0,1,0,"IJA - brinquedo da esquerda se move (jovem)"
"2862",2862,"everton",2263,"pre_cruz","A6",NA,3,3,7,8,0,1,0,"IJA - brinquedo da esquerda se move (jovem)"
"2863",2863,"everton",2543,"pre_cruz","A6",NA,3,3,7,8,0,1,0,"IJA - brinquedo da esquerda se move (jovem)"
"2864",2864,"everton",3048,"pre_cruz","A6",NA,3,3,7,8,0,1,0,"IJA - brinquedo da esquerda se move (jovem)"
"2865",2865,"everton",3377,"pre_cruz","A6",NA,3,3,7,8,0,1,0,"IJA - brinquedo da esquerda se move (jovem)"
"2866",2866,"everton",4311,"cruz","A6",NA,3,3,7,8,0,1,0,"IJA - brinquedo da esquerda se move (jovem)"
"2867",2867,"everton",4452,"cruz","A6",NA,3,3,7,8,0,1,0,"IJA - brinquedo da esquerda se move (jovem)"
"2868",2868,"everton",4880,"pos_cruz","A6",7,4,3,7,8,1,0,0,"IJA - brinquedo da esquerda se move (jovem)"
"2869",2869,"everton",5085,"pos_cruz","A6",NA,3,3,7,8,0,1,0,"IJA - brinquedo da esquerda se move (jovem)"
"2870",2870,"everton",5379,"pos_cruz","A6",7,4,3,7,8,1,0,0,"IJA - brinquedo da esquerda se move (jovem)"
"2871",2871,"everton",5611,"pos_cruz","A6",NA,3,3,7,8,0,1,0,"IJA - brinquedo da esquerda se move (jovem)"
"2872",2872,"felipe",-2906,"pre_cruz","A6",NA,NA,3,7,8,0,0,0,"IJA - brinquedo da esquerda se move (jovem)"
"2873",2873,"felipe",-2736,"pre_cruz","A6",NA,NA,3,7,8,0,0,0,"IJA - brinquedo da esquerda se move (jovem)"
"2874",2874,"felipe",-380,"pre_cruz","A6",NA,NA,3,7,8,0,0,0,"IJA - brinquedo da esquerda se move (jovem)"
"2875",2875,"felipe",0,"pre_cruz","A6",NA,2,3,7,8,0,0,0,"IJA - brinquedo da esquerda se move (jovem)"
"2876",2876,"felipe",518,"pre_cruz","A6",NA,NA,3,7,8,0,0,0,"IJA - brinquedo da esquerda se move (jovem)"
"2877",2877,"felipe",766,"pre_cruz","A6",NA,2,3,7,8,0,0,0,"IJA - brinquedo da esquerda se move (jovem)"
"2878",2878,"felipe",898,"pre_cruz","A6",NA,NA,3,7,8,0,0,0,"IJA - brinquedo da esquerda se move (jovem)"
"2879",2879,"felipe",1108,"pre_cruz","A6",NA,NA,3,7,8,0,0,0,"IJA - brinquedo da esquerda se move (jovem)"
"2880",2880,"felipe",1182,"pre_cruz","A6",NA,2,3,7,8,0,0,0,"IJA - brinquedo da esquerda se move (jovem)"
"2881",2881,"felipe",1848,"pre_cruz","A6",NA,NA,3,7,8,0,0,0,"IJA - brinquedo da esquerda se move (jovem)"
"2882",2882,"felipe",1918,"pre_cruz","A6",NA,2,3,7,8,0,0,0,"IJA - brinquedo da esquerda se move (jovem)"
"2883",2883,"felipe",2688,"pre_cruz","A6",NA,2,3,7,8,0,0,0,"IJA - brinquedo da esquerda se move (jovem)"
"2884",2884,"felipe",3970,"pre_cruz","A6",NA,NA,3,7,8,0,0,0,"IJA - brinquedo da esquerda se move (jovem)"
"2885",2885,"felipe",4252,"cruz","A6",NA,NA,3,7,8,0,0,0,"IJA - brinquedo da esquerda se move (jovem)"
"2886",2886,"felipe",4612,"cruz","A6",NA,NA,3,7,8,0,0,0,"IJA - brinquedo da esquerda se move (jovem)"
"2887",2887,"fidel",-1064,"pre_cruz","A6",NA,3,3,7,8,0,1,0,"IJA - brinquedo da esquerda se move (jovem)"
"2888",2888,"fidel",-940,"pre_cruz","A6",NA,3,3,7,8,0,1,0,"IJA - brinquedo da esquerda se move (jovem)"
"2889",2889,"fidel",-788,"pre_cruz","A6",NA,3,3,7,8,0,1,0,"IJA - brinquedo da esquerda se move (jovem)"
"2890",2890,"fidel",-140,"pre_cruz","A6",NA,3,3,7,8,0,1,0,"IJA - brinquedo da esquerda se move (jovem)"
"2891",2891,"fidel",0,"pre_cruz","A6",NA,3,3,7,8,0,1,0,"IJA - brinquedo da esquerda se move (jovem)"
"2892",2892,"fidel",1774,"pre_cruz","A6",NA,5,3,7,8,0,0,0,"IJA - brinquedo da esquerda se move (jovem)"
"2893",2893,"fidel",2126,"pre_cruz","A6",NA,3,3,7,8,0,1,0,"IJA - brinquedo da esquerda se move (jovem)"
"2894",2894,"fidel",2614,"pre_cruz","A6",NA,3,3,7,8,0,1,0,"IJA - brinquedo da esquerda se move (jovem)"
"2895",2895,"fidel",2856,"pre_cruz","A6",NA,3,3,7,8,0,1,0,"IJA - brinquedo da esquerda se move (jovem)"
"2896",2896,"fidel",2968,"pre_cruz","A6",NA,3,3,7,8,0,1,0,"IJA - brinquedo da esquerda se move (jovem)"
"2897",2897,"fidel",3034,"pre_cruz","A6",NA,3,3,7,8,0,1,0,"IJA - brinquedo da esquerda se move (jovem)"
"2898",2898,"fidel",3138,"pre_cruz","A6",NA,3,3,7,8,0,1,0,"IJA - brinquedo da esquerda se move (jovem)"
"2899",2899,"fidel",3394,"pre_cruz","A6",NA,3,3,7,8,0,1,0,"IJA - brinquedo da esquerda se move (jovem)"
"2900",2900,"fidel",3600,"pre_cruz","A6",NA,3,3,7,8,0,1,0,"IJA - brinquedo da esquerda se move (jovem)"
"2901",2901,"fidel",3664,"pre_cruz","A6",NA,3,3,7,8,0,1,0,"IJA - brinquedo da esquerda se move (jovem)"
"2902",2902,"fidel",3740,"pre_cruz","A6",NA,3,3,7,8,0,1,0,"IJA - brinquedo da esquerda se move (jovem)"
"2903",2903,"fidel",3864,"pre_cruz","A6",NA,3,3,7,8,0,1,0,"IJA - brinquedo da esquerda se move (jovem)"
"2904",2904,"fidel",4106,"pre_cruz","A6",NA,3,3,7,8,0,1,0,"IJA - brinquedo da esquerda se move (jovem)"
"2905",2905,"fidel",4704,"cruz","A6",NA,3,3,7,8,0,1,0,"IJA - brinquedo da esquerda se move (jovem)"
"2906",2906,"fidel",5808,"pos_cruz","A6",7,2,3,7,8,1,0,0,"IJA - brinquedo da esquerda se move (jovem)"
"2907",2907,"fidel",6100,"pos_cruz","A6",7,4,3,7,8,1,0,0,"IJA - brinquedo da esquerda se move (jovem)"
"2908",2908,"franc",0,"pre_cruz","A6",NA,4,3,7,8,0,0,0,"IJA - brinquedo da esquerda se move (jovem)"
"2909",2909,"franc",426,"pre_cruz","A6",8,6,3,7,8,0,0,1,"IJA - brinquedo da esquerda se move (jovem)"
"2910",2910,"franc",878,"pre_cruz","A6",NA,4,3,7,8,0,0,0,"IJA - brinquedo da esquerda se move (jovem)"
"2911",2911,"franc",3820,"pre_cruz","A6",7,4,3,7,8,1,0,0,"IJA - brinquedo da esquerda se move (jovem)"
"2912",2912,"franc",3868,"pre_cruz","A6",7,4,3,7,8,1,0,0,"IJA - brinquedo da esquerda se move (jovem)"
"2913",2913,"franc",4632,"cruz","A6",NA,4,3,7,8,0,0,0,"IJA - brinquedo da esquerda se move (jovem)"
"2914",2914,"franc",4998,"pos_cruz","A6",7,4,3,7,8,1,0,0,"IJA - brinquedo da esquerda se move (jovem)"
"2915",2915,"gabi21t",-4670,"pre_cruz","A6",NA,4,3,7,8,0,0,0,"IJA - brinquedo da esquerda se move (jovem)"
"2916",2916,"gabi21t",-4502,"pre_cruz","A6",NA,4,3,7,8,0,0,0,"IJA - brinquedo da esquerda se move (jovem)"
"2917",2917,"gabi21t",-4412,"pre_cruz","A6",NA,4,3,7,8,0,0,0,"IJA - brinquedo da esquerda se move (jovem)"
"2918",2918,"gabi21t",-4238,"pre_cruz","A6",NA,2,3,7,8,0,0,0,"IJA - brinquedo da esquerda se move (jovem)"
"2919",2919,"gabi21t",-3218,"pre_cruz","A6",NA,2,3,7,8,0,0,0,"IJA - brinquedo da esquerda se move (jovem)"
"2920",2920,"gabi21t",-2800,"pre_cruz","A6",NA,NA,3,7,8,0,0,0,"IJA - brinquedo da esquerda se move (jovem)"
"2921",2921,"gabi21t",-2428,"pre_cruz","A6",NA,NA,3,7,8,0,0,0,"IJA - brinquedo da esquerda se move (jovem)"
"2922",2922,"gabi21t",-2236,"pre_cruz","A6",NA,2,3,7,8,0,0,0,"IJA - brinquedo da esquerda se move (jovem)"
"2923",2923,"gabi21t",-2114,"pre_cruz","A6",NA,4,3,7,8,0,0,0,"IJA - brinquedo da esquerda se move (jovem)"
"2924",2924,"gabi21t",0,"pre_cruz","A6",NA,NA,3,7,8,0,0,0,"IJA - brinquedo da esquerda se move (jovem)"
"2925",2925,"gabi21t",50,"pre_cruz","A6",NA,NA,3,7,8,0,0,0,"IJA - brinquedo da esquerda se move (jovem)"
"2926",2926,"gabi21t",598,"pre_cruz","A6",NA,NA,3,7,8,0,0,0,"IJA - brinquedo da esquerda se move (jovem)"
"2927",2927,"gabi21t",1004,"pre_cruz","A6",NA,NA,3,7,8,0,0,0,"IJA - brinquedo da esquerda se move (jovem)"
"2928",2928,"gabi21t",1386,"pre_cruz","A6",NA,NA,3,7,8,0,0,0,"IJA - brinquedo da esquerda se move (jovem)"
"2929",2929,"gabi21t",1724,"pre_cruz","A6",NA,NA,3,7,8,0,0,0,"IJA - brinquedo da esquerda se move (jovem)"
"2930",2930,"gabi21t",2246,"pre_cruz","A6",NA,NA,3,7,8,0,0,0,"IJA - brinquedo da esquerda se move (jovem)"
"2931",2931,"gabi21t",2814,"pre_cruz","A6",NA,NA,3,7,8,0,0,0,"IJA - brinquedo da esquerda se move (jovem)"
"2932",2932,"gabi21t",3510,"pre_cruz","A6",NA,1,3,7,8,0,0,0,"IJA - brinquedo da esquerda se move (jovem)"
"2933",2933,"gabi21t",4224,"pre_cruz","A6",NA,2,3,7,8,0,0,0,"IJA - brinquedo da esquerda se move (jovem)"
"2934",2934,"gabi21t",4378,"cruz","A6",NA,NA,3,7,8,0,0,0,"IJA - brinquedo da esquerda se move (jovem)"
"2935",2935,"gabi21t",4760,"pos_cruz","A6",NA,1,3,7,8,0,0,0,"IJA - brinquedo da esquerda se move (jovem)"
"2936",2936,"gabi21t",4872,"pos_cruz","A6",NA,1,3,7,8,0,0,0,"IJA - brinquedo da esquerda se move (jovem)"
"2937",2937,"gabif.2",0,"pre_cruz","A6",NA,1,3,7,8,0,0,0,"IJA - brinquedo da esquerda se move (jovem)"
"2938",2938,"gabif.2",662,"pre_cruz","A6",NA,3,3,7,8,0,1,0,"IJA - brinquedo da esquerda se move (jovem)"
"2939",2939,"gabif.2",966,"pre_cruz","A6",8,6,3,7,8,0,0,1,"IJA - brinquedo da esquerda se move (jovem)"
"2940",2940,"gabif.2",1320,"pre_cruz","A6",8,6,3,7,8,0,0,1,"IJA - brinquedo da esquerda se move (jovem)"
"2941",2941,"gabif.2",5424,"pos_cruz","A6",NA,NA,3,7,8,0,0,0,"IJA - brinquedo da esquerda se move (jovem)"
"2942",2942,"gabif.2",5802,"pos_cruz","A6",NA,6,3,7,8,0,0,0,"IJA - brinquedo da esquerda se move (jovem)"
"2943",2943,"gabif.2",6236,"pos_cruz","A6",7,4,3,7,8,1,0,0,"IJA - brinquedo da esquerda se move (jovem)"
"2944",2944,"gabrielaf",-5016,"pre_cruz","A6",7,4,3,7,8,1,0,0,"IJA - brinquedo da esquerda se move (jovem)"
"2945",2945,"gabrielaf",-4276,"pre_cruz","A6",7,4,3,7,8,1,0,0,"IJA - brinquedo da esquerda se move (jovem)"
"2946",2946,"gabrielaf",-4044,"pre_cruz","A6",NA,NA,3,7,8,0,0,0,"IJA - brinquedo da esquerda se move (jovem)"
"2947",2947,"gabrielaf",-3718,"pre_cruz","A6",NA,NA,3,7,8,0,0,0,"IJA - brinquedo da esquerda se move (jovem)"
"2948",2948,"gabrielaf",-3402,"pre_cruz","A6",7,4,3,7,8,1,0,0,"IJA - brinquedo da esquerda se move (jovem)"
"2949",2949,"gabrielaf",-3150,"pre_cruz","A6",7,4,3,7,8,1,0,0,"IJA - brinquedo da esquerda se move (jovem)"
"2950",2950,"gabrielaf",-1896,"pre_cruz","A6",7,4,3,7,8,1,0,0,"IJA - brinquedo da esquerda se move (jovem)"
"2951",2951,"gabrielaf",0,"pre_cruz","A6",7,4,3,7,8,1,0,0,"IJA - brinquedo da esquerda se move (jovem)"
"2952",2952,"gabrielaf",906,"pre_cruz","A6",NA,NA,3,7,8,0,0,0,"IJA - brinquedo da esquerda se move (jovem)"
"2953",2953,"giovana",0,"pre_cruz","A6",NA,NA,3,7,8,0,0,0,"IJA - brinquedo da esquerda se move (jovem)"
"2954",2954,"gui",0,"pre_cruz","A6",7,4,3,7,8,1,0,0,"IJA - brinquedo da esquerda se move (jovem)"
"2955",2955,"gui",414,"pre_cruz","A6",7,4,3,7,8,1,0,0,"IJA - brinquedo da esquerda se move (jovem)"
"2956",2956,"gui",842,"pre_cruz","A6",NA,4,3,7,8,0,0,0,"IJA - brinquedo da esquerda se move (jovem)"
"2957",2957,"gui",3162,"pre_cruz","A6",NA,3,3,7,8,0,1,0,"IJA - brinquedo da esquerda se move (jovem)"
"2958",2958,"gui",3582,"pre_cruz","A6",NA,3,3,7,8,0,1,0,"IJA - brinquedo da esquerda se move (jovem)"
"2959",2959,"gui",4520,"cruz","A6",NA,3,3,7,8,0,1,0,"IJA - brinquedo da esquerda se move (jovem)"
"2960",2960,"gui.2",0,"pre_cruz","A6",NA,3,3,7,8,0,1,0,"IJA - brinquedo da esquerda se move (jovem)"
"2961",2961,"gui.2",404,"pre_cruz","A6",NA,3,3,7,8,0,1,0,"IJA - brinquedo da esquerda se move (jovem)"
"2962",2962,"gui.2",964,"pre_cruz","A6",NA,3,3,7,8,0,1,0,"IJA - brinquedo da esquerda se move (jovem)"
"2963",2963,"gui.2",2794,"pre_cruz","A6",NA,3,3,7,8,0,1,0,"IJA - brinquedo da esquerda se move (jovem)"
"2964",2964,"gui.2",3888,"pre_cruz","A6",NA,3,3,7,8,0,1,0,"IJA - brinquedo da esquerda se move (jovem)"
"2965",2965,"gui.2",4374,"cruz","A6",NA,3,3,7,8,0,1,0,"IJA - brinquedo da esquerda se move (jovem)"
